MATH_G1_U16	かたちづくり	50	ぼうを 3ぼん ならべて つくりやすい かたちは？ || ぼうを 4ほん ならべて つくりやすい かたちは？ || まるい かたちを つくる とき、えらぶと よいのは？ || さんかくを つくる とき、ひつような へんは？ || しかくを つくる とき、ひつような へんは？ || さんかくと さんかくを あわせると、できることが ある かたちは？ || しかくの かみを ななめに おると、よく できる かたちは？ || かたちづくりで、すきまを あけないように ならべるには？
MATH_G1_U17	3つのかずのけいさん	50	1 + 2 + 3 = ? || 10 - 2 - 3 = ? || 7 - 2 + 1 = ? || 6 + 1 - 3 = ? || 3つの かずの けいさんで たいせつなのは？ || 2こと 1こと 2こ。 あわせて いくつ？
MATH_G1_U18	ぶんしょうだい	50	りんごが 3こ あります。2こ もらうと ぜんぶで？ || あめが 6こ あります。2こ たべると のこりは？ || ねこが 2ひき、いぬが 3びき。あわせて なんびき？ || えんぴつが 5ほん あります。1ぽん なくなると のこりは？ || はなが 4ほん あります。3ぼん ふえると なんぼん？ || つみきが 8こ あります。5こ しまうと のこりは？ || くるまが 3だい、ばすが 1だい。あわせて なんだい？ || みかんが 10こ あります。4こ たべると のこりは？
MATH_G2_U01	表 と グラフ	80	ひょうで、ねこ 8、いぬ 5。おおいのは？ || ひょうで、あか 6、あお 6。くらべると？ || ぼうグラフで、りんご 7こ、みかん 3こ。ちがいは？ || ぼうグラフで、くるま 4だい、ばす 9だい。おおいのは？ || ひょうで、A 2、B 5、C 8。いちばんおおいのは？ || ひょうで、A 2、B 5、C 8。いちばんすくないのは？ || ぼうがいちばんたかいところは、どんなところ？ || ぼうグラフで、あさがお 10、ひまわり 4。あわせて？
MATH_G2_U02	たし算（2けた＋2けた）	80	23 + 14 = ? || こたえが 56 になるしきは？ || 45に 18をたすと？ || ひっさんで、はじめに見るくらいは？ || 一のくらいが 8+5 のとき、くりあがりは？ || 32 + 48 の一のくらいは 2+8。どうなる？ || 24 + 35 と 35 + 24。こたえは？ || 2けたのたし算で、たしかめに使えることは？
MATH_G2_U03	ひき算（2けた−2けた）	80	48 - 23 = ? || こたえが 26 になるしきは？ || 73から 26をひくと？ || ひっさんのひき算で、上の一のくらいが小さいときは？ || 42 - 17 で、一のくらいは 2から7をひく。どうする？ || 68 - 24 で、くりさがりは？ || ひき算のたしかめに使えるしきは？ 64 - 28 = 36 || 2けたのひき算で大切なのは？
MATH_G2_U04	長さ（ものさし）	92	10mmは なんcm？ || 3cmは なんmm？ || 2cm5mmは なんmm？ || 47mmは なんcmなんmm？ || 5cm + 3cm = ? || 9cm - 4cm = ? || 6cm2mm + 1cm3mm = ? || 8cm6mm - 3cm2mm = ?
MATH_G2_U05	100までの 数	110	57のつぎの数は？ || 80のひとつ前の数は？ || 10を6こあつめた数は？ || 47は、10が4こと 1がいくつ？ || 83は、10がいくつ？ || 70と5でできる数は？ || 45、54、49の中でいちばん大きい数は？ || 62、26、60の中でいちばん小さい数は？
MATH_G2_U06	かさ（リットル・デシリットル）	50	1Lは なんdL？ || 1dLは なんmL？ || 500mLは なんdL？ || 1L5dLは なんdL？ || 8dL + 4dL = ? || 1L + 3dL = ? || 9dL - 2dL = ? || 1L - 4dL = ?
MATH_G2_U07	時こく と 時かん	50	1時間は なん分？ || 30分は、なん時間の半分？ || 2時の3時間後は？ || 5時の1時間前は？ || 3時20分の10分後は？ || 10時から12時までは なん時間？ || 午前と午後をあわせた1日は？ || 長いはりが12、短いはりが6。時こくは？
MATH_G2_U08	3けたの 数	110	100を3こ、10を2こ、1を5こ。数は？ || 486の百のくらいは？ || 486の十のくらいは？ || 486の一のくらいは？ || 350は、100がいくつ？ || 902をことばでいうと？ || 六百三十を数字で書くと？ || 248、284、428。いちばん大きいのは？
MATH_G2_U09	かけ算（かけ算のいみ）	50	3こずつのさらが4まい。しきは？ || 2人ずつのれつが5つ。しきは？ || 4 + 4 + 4 をかけ算にすると？ || 6 + 6 をかけ算にすると？ || 5 × 3 は、どんな意味？ || 7が4つあるしきは？ || 2 × 6 のこたえは？ || 4こ入りのふくろが3つ。ぜんぶで？
MATH_G2_U10	かけ算（九九）	101	2 × 7 = ? || 答えが24になる九九は？ || □ × 6 = 30。□は？ || 7 × □ = 63。□は？ || 6 × 4 と 4 × 6。こたえは？ || 1のだんで、1 × 8 = ? || 九九で答えが49になるのは？ || 九九を使うと、なにが早くできる？
MATH_G2_U11	はこの 形	50	さいころの形で、たいらな面はいくつ？ || さいころの形で、かどはいくつ？ || さいころの形で、へんはなん本？ || はこの形の面は、どんな形が多い？ || 同じ大きさのしかくい面だけのはこに近いものは？ || はこの形をひらいたものを何という？ || はこの形で、1つのかどにあつまるへんは？ || はこの形で、向かいあう面は？
MATH_G2_U12	ぶんしょうだい	110	えんぴつが24本あります。13本もらうと、ぜんぶで？ || クッキーが45こあります。18こ食べると、のこりは？ || カードが32まい、あとから29まいふえました。ぜんぶで？ || あめが70こあります。25こくばると、のこりは？ || 4こずつ入ったふくろが6つ。ぜんぶで？ || 7人ずつのはんが3つ。ぜんぶで？ || 2Lの水と5dLの水。あわせてなんdL？ || 1m20cmのリボンから30cm使いました。のこりは？
MATH_G3_U01	表 と グラフ	96	ぼうグラフで、ねこ12ひき、いぬ8ひき。ねこは何ひき多い？ || 表で、月曜15こ、火曜21こ。あわせて何こ？ || ぼうグラフで、A18、B18。くらべると？ || 表で、赤9、青14、黄7。いちばん多いのは？ || 表で、赤9、青14、黄7。いちばん少ないのは？ || 1めもりが5のぼうグラフで、4めもりは？ || 表で、3日間の数が 18、22、20。合計は？ || 表で、1組32人、2組29人。1組は何人多い？
MATH_G3_U02	大きい 数（1000より大きい数）	240	1000を3こ、100を4こ、10を2こ、1を6こ。数は？ || 5080の千のくらいは？ || 7204の十のくらいは？ || 六千三百二十を数字で書くと？ || 4000+500+60+7 は？ || 9000+30+2 は？ || 3480、3840、4380で一番大きいのは？ || 2050、2500、2005で一番小さいのは？
MATH_G3_U03	たし算（3けた・4けた）	240	428 + 315 = ? || 答えが756になる式は？ || 一の位が 8+7 のたし算は、どうなる？ || 十の位が 6+5+1 のとき、十の位に書く数字は？ || 307 + 58 で、58を書く位置は？ || たし算のたしかめで、順を入れかえても答えは？ || 3けたのたし算で大切なのは？ || 123 + 456 + 321 = ?
MATH_G3_U04	ひき算（3けた・4けた）	240	742 - 315 = ? || 答えが286になる式は？ || 上の一の位が0で、6をひくときは？ || 1004 - 7 で、くり下がりは？ || ひき算のたしかめで使える式は？ 742-315=427 || ひき算で大切なのは？ || 1000から250を2回ひくと？ || 221 に なる 式は どれ？
MATH_G3_U05	時こく と 時かん	50	2時40分の30分後は？ || 4時15分から5時までは？ || 午前8時から午後1時までは？ || 1時間20分は何分？ || 90分は何時間何分？ || 12時から午後3時までは？ || 午後2時の4時間後は？ || 午前11時の2時間後は？
MATH_G3_U06	長さ（km と m）	110	1kmは何m？ || 2km400mは何m？ || 5600mは何km何m？ || 1km200m + 800m = ? || 3km - 500m = ? || 2km300m + 1km200m = ? || 4km100m - 2km = ? || 900mと1km。長いのは？
MATH_G3_U07	かけ算（2けた×1けた など）	76	23 × 4 = ? || 答えが144になる式は？ || ひっ算で一の位が 7×6 のとき、一の位に書く数字は？ || ひっ算で 8×7=56 のとき、くり上がる数は？ || 12 × 8 と 8 × 12。答えは？ || 2けた×1けたのひっ算で大切なのは？ || 17 × □ = 34。 □ は？
MATH_G3_U08	円 と きゅう	50	半径が4cmの円。直径は？ || 直径が12cmの円。半径は？ || 円の中心から円のまわりまでの長さを何という？ || 円のまわりから中心を通って反対側までの長さは？ || コンパスで円をかくとき、はりをさすところは？ || コンパスの開きは、円の何を表す？ || 円の半径は、同じ円の中では？ || 円の直径は、半径の何倍？
MATH_G3_U09	わり算（わり算のいみ）	50	12こを3人で同じ数ずつ分けます。1人分は？ || 20まいを5人で同じ数ずつ分けます。1人分は？ || 18こを6こずつふくろに入れます。ふくろはいくつ？ || 24本を4本ずつたばにします。たばはいくつ？ || 15÷3は、どんな場面？ || □ × 4 = 28。□は？ || 6 × □ = 42。□は？ || 36÷9 = ?
MATH_G3_U10	わり算（あまりのある計算）	137	14÷3 = ? || あまりは、わる数より？ || 17÷5で、あまりにできる数は？ || 29÷9で、商は？ || 29÷9で、あまりは？ || 20このあめを6こずつふくろに入れると、何ふくろできて何こあまる？ || 31人を4人ずつの組にすると、何組できて何人あまる？ || あまりが0のとき、そのわり算は？
MATH_G3_U11	重さ（g と kg）	56	1kgは何g？ || 2kg500gは何g？ || 4800gは何kg何g？ || 1kg200g + 300g = ? || 2kg - 700g = ? || 600gと1kg。重いのは？ || 1500gと1kg400g。重いのは？ || 2kgと2000g。くらべると？
MATH_G3_U12	小数	50	0.1が3こで？ || 1.4は、1と0.1が何こ？ || 2.7の小数第一位の数字は？ || 0.4 + 0.3 = ? || 0.8 - 0.5 = ? || 0.9と1.0。大きいのは？ || 3.0は整数で書くと？ || 0.6は0.1が何こ？
MATH_G3_U13	分数	52	1/5が3こで？ || 2/7 + 3/7 = ? || 5/8 - 2/8 = ? || 1 - 2/5 = ? || 3/4と1/4。大きいのは？ || 2/6と5/6。小さいのは？ || 4/4は整数で書くと？ || 分数で、下の数を何という？
MATH_G3_U14	□をつかった 式	60	□ + 8 = 20。□は？ || □ - 7 = 15。□は？ || 6 × □ = 42。□は？ || □ × 5 = 35。□は？ || □ ÷ 4 = 9。□は？ || 48 ÷ □ = 6。□は？ || 900 - □ = 350。□は？ || □ ÷ 7 = 8あまり2。□は？
MATH_G4_U01	大きい 数（1おくまでの数）	92	一万を10こ集めた数は？ || 3億5000万は何万？ || 72000000の読み方は？ || 90000000より大きい数は？ || 一億の1つ下の位は？ || 一億の10倍は？ || 一億を10こ集めた数は？ || 123456789を読むとき、最初に見る区切りは？
MATH_G4_U02	わり算（2けたでわる計算）	240	96 ÷ 12 = ? || 商が15になる式は？ || 2けたでわる筆算で、最初に考えることは？ || 287 ÷ 23で、23×12=276。あまりは？ || あまりのあるわり算で、あまりはわる数より？ || 2けたでわる計算のたしかめは？ || 商を大きく立てすぎたらどうする？ || 商を小さく立てすぎたらどうする？
MATH_G4_U03	折れ線グラフ	146	折れ線グラフで線が右上がりなら？ || 折れ線グラフで線が右下がりなら？ || 線が横ばいのところは？ || かたむきが急なところは？ || 横のじくに表すことが多いものは？ || たてのじくに表すことが多いものは？ || 気温の変化を見るのに合うグラフは？ || 一日の気温で、最高を探すには？
MATH_G4_U04	角	50	直角は何度？ || 直線の角は何度？ || 一回転は何度？ || 直角より小さい角は？ || 直角より大きく180度より小さい角は？ || 分度器で角を測る時、中心を合わせる場所は？ || 35度と60度を合わせると？ || 120度から30度をひくと？
MATH_G4_U05	そろばん	50	そろばんで、上の玉1つは何を表す？ || そろばんで、下の玉1つは何を表す？ || 上の玉1つ、下の玉3つで？ || 上の玉なし、下の玉4つで？ || 上の玉1つ、下の玉なしで？ || 一の位に8、十の位に3を入れると？ || 百の位に4、十の位に0、一の位に6で？ || そろばんで位をそろえる理由は？
MATH_G4_U06	小数	50	0.1は1を何等分した1つ分？ || 3.45の4は何の位？ || 0.7は0.1がいくつ分？ || 0.306で、3が表す大きさは？ || 1.2を0.1が何こ分と見る？ || 0.9と0.11ではどちらが大きい？ || 0.4を分数で表すと？ || 5/10を小数で表すと？
MATH_G4_U07	小数の たし算 と ひき算	50	2.3 + 1.4 = ? || 6.2 - 1.5 = ? || 小数の筆算でそろえるものは？ || 3.5+0.27の筆算で、3.5はどう書くとよい？ || 1.2+3.45で答えの小数点は？ || 小数のたし算でくり上がりが起きる例は？ || 小数のひき算でくり下がりが必要な例は？ || 4.06+0.7で、0.7をそろえると？
MATH_G4_U08	面せき	76	面せきは何を表す量？ || 1cm²はどんな広さ？ || 長方形の面せきの公式は？ || 正方形の面せきの公式は？ || たて5cm、よこ7cmの長方形の面せきは？ || 一辺6cmの正方形の面せきは？ || 面せき24cm²、たて4cmの長方形のよこは？ || 面せき49cm²の正方形の一辺は？
MATH_G4_U09	がい数	240	がい数とはどんな数？ || 四捨五入で、見た位の数字が4なら？ || 145を十の位までのがい数にすると？ || 2840を百の位までのがい数にすると？ || 16700を千の位までのがい数にすると？ || 上から2けたのがい数で、3462は？ || 切り捨てで、179を十の位までにすると？ || 切り上げで、171を十の位までにすると？
MATH_G4_U10	式 と 計算の じゅんじょ	188	20+10×2で先に計算するのは？ || 20+10×2の答えは？ || (20+10)×2で先に計算するのは？ || (20+10)×2の答えは？ || 30-12÷3の答えは？ || 80÷(2+6)の答えは？ || 4×5+6×2の答えは？ || 100-5×8の答えは？
MATH_G4_U11	分数	89	分数で、横線の下の数を何という？ || 分数で、横線の上の数を何という？ || 3/5は何を表す？ || 分子が分母より小さい分数は？ || 分子が分母と同じか大きい分数は？ || 整数と真分数を合わせた形は？ || 7/7の大きさは？ || 9/4は1より？
MATH_G4_U12	分数の たし算 と ひき算	84	同じ分母の分数のたし算で足すのは？ || 1/5+2/5=? || 4/7-1/7=? || 2/6+3/6の答えは1より？ || 3/4+1/4の答えは？ || 1-2/5=? || 1と1/3+1/3=? || 1と3/5-2/5=?
MATH_G4_U13	直方体 と 立方体	50	直方体の面の数は？ || 直方体の辺の数は？ || 直方体の頂点の数は？ || 立方体の面の形は？ || 直方体の面の形は？ || 立方体と直方体で共通することは？ || 立方体だけにいえることは？ || 直方体の向かい合う面どうしは？
MATH_G4_U14	変わり方	50	1こ3cmのリボンをxこならべた長さは？ || 正方形の1辺がxcmの時、まわりの長さは？ || 1辺が5cmの正方形を1こ、2こ、3こと増やすと、面せきは？ || 1本2L入るびんがx本なら、全体のかさは？ || 1まい8円の紙をxまい買う代金は？ || 代金が枚数に比例する時、枚数が2倍なら代金は？ || 時速4kmでx時間歩く道のりは？ || 水を毎分3L入れると、x分後の水の量は？
MATH_G4_U15	調べたことを 表 や グラフ にまとめる	60	調べた数を整理する時にまず決めるものは？ || 表にすると分かりやすいことは？ || ぼうグラフが向いているのは？ || 折れ線グラフが向いているのは？ || 表の合計を出す目的は？ || アンケート結果で一番多い項目を探すには？ || グラフの題名で伝えることは？ || ぼうグラフのたてのじくで確認することは？
MATH_G5_U01	整数 と 小数	240	3.45で、3が表す大きさは？ || 12.3を10倍すると？ || 45.6を10でわると？ || 0.08は0.001がいくつ分？ || 2.5と2.50の大きさは？ || 0.9と0.87ではどちらが大きい？ || 3.2を0.1がいくつ分と見る？ || 5を小数第一位までで書くと？
MATH_G5_U02	体積	74	体積は何を表す量？ || 1cm³はどんな大きさ？ || 直方体の体積の公式は？ || 立方体の体積の公式は？ || たて4cm、よこ5cm、高さ3cmの体積は？ || 一辺4cmの立方体の体積は？ || 底面積24cm²、高さ5cmの体積は？ || 体積96cm³、底面積16cm²の高さは？
MATH_G5_U03	小数の かけ算	92	1.2×3の答えは？ || 小数のかけ算で、積の小数点はどう決める？ || 1.23×4で、積の小数部分は何けた？ || かける数が1より小さい時、積はふつう？ || かける数が1より大きい時、積はふつう？ || 2.8×0.5の意味に近いものは？ || 1mが2.3kgの棒3m分の重さは？ || 1こ0.6Lの水が5こ分なら？
MATH_G5_U04	小数の わり算	50	6.4÷2の答えは？ || 5÷4の答えを小数で表すと？ || 小数でわる筆算で最初にすることは？ || 0.72÷0.6で、両方を10倍すると？ || わる数が1より小さい時、商はふつう？ || わる数が1より大きい時、商はふつう？ || 6÷0.5の意味に近いものは？ || 1.8Lを0.3Lずつ分けると何こ？
MATH_G5_U05	合同な 図形	50	合同な図形とは？ || 合同な図形で、重なり合う辺を何という？ || 合同な図形で、重なり合う角を何という？ || 合同な三角形で対応する辺の長さは？ || 合同な三角形で対応する角の大きさは？ || 図形を裏返して重なる場合、合同といえる？ || 図形を回転して重なる場合、合同といえる？ || 図形を拡大して形だけ同じ場合、合同？
MATH_G5_U06	分数 と 小数・整数	56	1/10を小数で表すと？ || 0.6を分数で表すと？ || 3÷4を分数で表すと？ || 0.25と同じ分数は？ || 4/5と0.8では大きさは？ || 7/10と0.07ではどちらが大きい？ || 2と3/10を小数で表すと？ || 分数を小数に直す時に使う計算は？
MATH_G5_U07	分数の たし算 と ひき算	50	分母が違う分数を足す前にすることは？ || 分数を簡単な形にすることは？ || 1/2+1/3=? || 3/4-1/2=? || 1-2/5=? || 1と1/4+2/4=? || 2と1/3-2/3=? || 4/6を約分すると？
MATH_G5_U08	平均	70	平均を求める式は？ || 10,20,30の平均は？ || 80点、90点、100点の平均は？ || 3日で12km,15km,18km歩いた平均は？ || 平均が8で個数が5この合計は？ || 平均が72点で4教科なら合計は？ || 4この数の合計が100なら平均は？ || 平均を使うと分かることは？
MATH_G5_U09	単位量あたりの 大きさ	50	単位量あたりの大きさとは？ || 混み具合を比べる式は？ || 12m²に24人なら1m²あたり？ || 1m²あたり3人で5m²なら全部で？ || 同じ面積なら人数が多い方は？ || 同じ人数なら面積が広い方は？ || 1Lで12km走る車は、6Lで何km？ || 5Lで60km走る車は、1Lあたり？
MATH_G5_U10	速さ	50	速さを求める式は？ || 道のりを求める式は？ || 時間を求める式は？ || 時速60kmで2時間進む道のりは？ || 150kmを3時間で進む速さは？ || 時速40kmで120km進む時間は？ || 分速80mで5分進む道のりは？ || 600mを10分で歩く速さは？
MATH_G5_U11	比例	50	比例とはどんな関係？ || y=3×xで、x=4の時yは？ || y=2×xで、y=18の時xは？ || xが1,2,3の時、yが4,8,12なら関係は？ || xが1,2,3の時、yが5,6,7なら比例？ || 1本80円の鉛筆x本の代金y円は？ || 1分で3L入る水をx分入れた量yLは？ || 比例の表で見るとよいものは？
MATH_G5_U12	円 と 正多角形	50	正多角形とは？ || 正三角形の1つの角は？ || 正方形の1つの角は？ || 正六角形の中心角は？ || 正八角形の中心角は？ || 円周率は何を比べた数？ || 小学校で使う円周率のおよその値は？ || 円周を求める公式は？
MATH_G5_U13	角柱 と 円柱	50	角柱とはどんな立体？ || 円柱とはどんな立体？ || 三角柱の底面の形は？ || 円柱の底面の形は？ || 角柱の側面の形は？ || 円柱の側面を展開すると？ || 三角柱の頂点の数は？ || 三角柱の辺の数は？
MATH_G5_U14	割合	110	割合を求める式は？ || 比べられる量を求める式は？ || もとにする量を求める式は？ || 20は100のどれだけの割合？ || 30は60の何％？ || 80人の25%は？ || 2000円の30%は？ || 1000円の2割引き後の値段は？
MATH_G5_U15	帯グラフ と 円グラフ	80	帯グラフは何を表すのに向く？ || 円グラフは何を表すのに向く？ || 帯グラフ全体は何％？ || 円グラフ全体は何度？ || 円グラフで25%の中心角は？ || 帯グラフで一番長い部分は？ || 円グラフで一番大きい扇形は？ || 割合をグラフにする前に合計を確認する理由は？
MATH_G6_U01	対称な 図形	50	線対称な図形で、折り目になる直線は？ || 点対称な図形で、180度回す中心の点は？ || 線対称な図形で、対応する2点を結ぶ線分は対称の軸と？ || 線対称な図形で、対応する2点から対称の軸までの距離は？ || 点対称な図形で、対応する2点を結ぶ線分はどこを通る？ || 点対称な図形で、対応する2点から中心までの長さは？ || 正方形の対称の軸は何本？ || 長方形の対称の軸は何本？
MATH_G6_U02	文字 と 式	60	1こx円の品物を5こ買う代金は？ || x円の品物を買って100円出したおつりは？ || 1辺acmの正方形のまわりの長さは？ || 1辺acmの正方形の面積は？ || たてacm、よこbcmの長方形の面積は？ || 底辺acm、高さhcmの三角形の面積は？ || x=6の時、x+8の値は？ || x=6の時、3xの値は？
MATH_G6_U03	分数の かけ算	138	2/3×4/5=? || 3/5×10=? || 1と1/2×2/3を計算する前にすることは？ || 1と1/2×2/3=? || 4/5×0の答えは？ || 分数のかけ算で整数はどこにかける？ || 分数×分数で、答えの分母は？ || 計算の途中で約分するよさは？
MATH_G6_U04	分数の わり算	156	2/3÷4/5=? || 4/7÷2=? || 5÷1/2=? || 1と1/2÷3/4=? || 分数のわり算で、わる数はどうする？ || 3/4の逆数は？ || 5の逆数は？ || 同じ分数でわると答えは？
MATH_G6_U05	比 と その 利用	50	2:3と同じ比は？ || 6:9を簡単にすると？ || 0.4:0.6を整数の比にすると？ || 1/2:1/3を整数の比にすると？ || 2:5の比の値は？ || 3:4で、全体が140gなら1あたりは？ || 3:4で、全体が140gなら3の方は？ || A:B=2:3でAが10cmならBは？
MATH_G6_U06	比例 と 反比例	50	比例とは？ || 反比例とは？ || 比例の式の形は？ || 反比例の式の形は？ || y=4xでx=3ならyは？ || y=4xでy=20ならxは？ || y=12÷xでx=3ならyは？ || y=12÷xでy=6ならxは？
MATH_G6_U07	拡大図 と 縮図	50	拡大図とは？ || 縮図とは？ || 拡大図・縮図で対応する角は？ || 拡大図で対応する辺は？ || 2倍の拡大図で、元の4cmの辺は？ || 1/2の縮図で、実際の10cmの辺は？ || 縮尺1:1000の地図で1cmは実際に？ || 縮尺1:1000で、地図上3cmは実際に？
MATH_G6_U08	円の 面積	50	円の面積の公式は？ || 半径10cmの円の面積は？ || 直径20cmの円の面積は？ || 円の半径を2倍にすると面積は？ || 円の直径を2倍にすると面積は？ || 円周と円の面積で使う公式の違いは？ || 半円の面積はどう求める？ || 半径6cmの半円の面積は？
MATH_G6_U09	角柱 と 円柱の 体積	50	角柱の体積の公式は？ || 円柱の体積の公式は？ || 底面積20cm²、高さ5cmの角柱の体積は？ || 底面積30cm²、高さ4cmの円柱の体積は？ || 体積150cm³、高さ10cmの柱の底面積は？ || 体積96cm³、底面積24cm²の高さは？ || 底面が三角形の角柱で、底面積12cm²、高さ7cmなら？ || 底面が円の円柱で、底面積78.5cm²、高さ6cmなら？
