LIFE_2_U04	44	ミニトマトの みが あかくなる まえの いろは？ => みどり || やさいが たおれないように たてる ぼうを なにという？ => しちゅう || たねを まく ときに ひつような ものは？ => つち || みずを あげる どうぐは？ => じょうろ || はっぱが しおれていたら どうする？ => みずを たしかめる || やさいを そだてる とき たいせつな ものは？ => みずと ひかり
LIFE_2_U05	30	いきものの かんさつで みることの ひとつは？ => うごきや たべもの || だんごむしが すきな ばしょは どこ？ => しめった くらいところ || ありの れつを みると わかることは？ => たべものを さがしている || ちょうちょが よく くる ばしょは？ => はなが さいている ところ || いきものを みる ときに あると べんりな ものは？ => ルーペ || いきものを さわる まえに することは？ => あぶなくないか みる
LIFE_2_U06	46	ゴムを つかって つくる おもちゃで おおい うごきは？ => とぶ・すすむ || おもちゃづくりで たいせつなのは？ => くふうして ためす || かみコップで つくれる ものの れいは？ => おもちゃの でんわ || おもちゃが うまく うごかない ときは？ => つくりを みなおす || ゴムを つかった おもちゃで きをつけることは？ => ひとに むけない || かみひこうきを よく とばすには？ => ていねいに おる
LIFE_2_U07	44	2ねんせいで せいちょうしたことを つたえる ほうほうは？ => はっぴょうする || ちいさいころの じぶんと くらべて かわるものは？ => できること || 2ねんせいで できるように なったことを みつけると？ => じしんが つく || せいちょうを ふりかえる ときに みるものは？ => しゃしんや きろく || おうちの ひとに つたえると よいことは？ => できるように なったこと || ともだちの せいちょうを みつけたら？ => いいところを つたえる
SCIENCE_3_U01	50	しぜんの かんさつで きろくすると よいものは？ => いろや かたち || かんさつの ときに あると べんりな ものは？ => ルーペ || かんさつカードに まず かくと よいものは？ => ひづけと ばしょ || しぜんを かんさつするときの あんぜんな やくそくは？ => きけんな ばしょに ちかづかない || はっぱの ちがいを くらべるときに 見るものは？ => 大きさや 形 || 空の ようすを かんさつするときに しらべるものは？ => くもの りょうや うごき
SCIENCE_3_U02	50	モンシロチョウの そだちかたの じゅんばんで ただしいのは？ => たまご→よう虫→さなぎ→せい虫 || こん虫の あしは なんぼん？ => 6ぽん || モンシロチョウの たまごが 見つかりやすい ばしょは？ => キャベツの 葉 || よう虫が いちばん よく することは？ => 葉を 食べる || さなぎの あいだに おこる へんかは？ => 体の つくりが かわる || こん虫の 体は ふつう いくつに 分かれる？ => 3つ
SCIENCE_3_U03	50	しょくぶつの めが でた あとの さいしょの はを なんという？ => 子葉 || しょくぶつの ねの はたらきは？ => みずを すいあげる || たねまきの あとに まず 出てくることが 多いのは？ => めが 出る || しょくぶつの くきの はたらきの ひとつは？ => 水を はこぶ || 葉に 日光が あたると しょくぶつは どうしやすい？ => せい長する || ホウセンカを 育てるときに ひつようなものは？ => 水と 日光
SCIENCE_3_U04	50	かげは たいようの どちらがわに できる？ => はんたいがわ || おひるごろに かげが どうなることが おおい？ => みじかくなる || 朝の たいようは どちらの 空に 見えやすい？ => 東 || 夕方の たいようは どちらに しずむように 見える？ => 西 || かげの 向きは たいようの いちが かわると どうなる？ => かわる || ぼうの かげを 調べる 実けんで 大切なのは？ => 同じ ばしょで 時間を かえて 見る
SCIENCE_3_U05	50	ひかりの みちすじは ふつう どう すすむ？ => まっすぐ || かがみで ひかりを はねかえすことを なんという？ => はんしゃ || かがみに 当たった 光は どうなりやすい？ => はね返る || 3まいの かがみで 光を つなぐには 何を そろえる？ => 光の 通る 向き || 日光が 当たると 明るく 見えるのは なぜ？ => 光が 目に 入るから || かがみを 使って 光を 高い ところへ 送るには？ => かがみの 向きを かえる
SCIENCE_3_U06	50	おとが つたわるときに ふるえているものは？ => もの || たいこを たたくと かわが どうなる？ => ふるえる || ものが ふるえることを 何という？ => しんどう || ものを 強く たたくと 音は どうなりやすい？ => 大きくなる || ものを よわく たたくと 音は どうなりやすい？ => 小さくなる || 糸電話で 音が つたわるのは 何が ふるえるから？ => 糸
SCIENCE_3_U07	50	ゴムの ちからで くるまを うごかすとき、ゴムを よく のばすと？ => よく すすむ || かぜの ちからを つかって うごく おもちゃの れいは？ => ほかけぐるま || ゴムを のばした あと 手を はなすと どうなる？ => もとの 長さに もどろうとする || ゴムカーを 遠くまで 走らせたい ときは？ => ゴムを もう少し のばす || 風で 動く 車を 速く 進ませるには？ => 強い 風を 当てる || うちわで あおぐと 動く ものは？ => 風を 受ける 軽い もの
SCIENCE_3_U08	50	かんでんちと まめでんきゅうを つないで つけるには？ => かいろを つくる || きんぞくは でんきを どうすることが おおい？ => とおしやすい || かいろが つながっていないと まめでんきゅうは？ => つかない || かん電池には 何きょくが ある？ => プラスきょくと マイナスきょく || どう線の かわりに 金ぞくクリップを つかうと どうなりやすい？ => 電気が 通る || 紙は ふつう 電気を どうする？ => 通しにくい
SCIENCE_3_U09	50	ねんどは かたちを かえても おもさは？ => かわらない || おもさを くらべる どうぐは？ => てんびん || 紙を 半分に きっても、あわせると 元の 紙の おもさは？ => 同じ || 同じ 大きさでも おもさが ちがうことが あるのは なぜ？ => ざいりょうが ちがうから || てんびんで 左右が つりあう とき、どういえる？ => おもさが 同じ || ねんどを まるめても のばしても へんわらないものは？ => おもさ
SCIENCE_3_U10	50	じしゃくの はしの ちからが つよい ところを なんという？ => きょく || Nきょくと Sきょくを ちかづけると？ => ひきあう || Nきょくと Nきょくを 近づけると どうなる？ => しりぞけあう || じしゃくに つく ものとして 正しいのは？ => 鉄 || じしゃくの 力が 強いのは どこ？ => はし || クリップを じしゃくに 近づけると どうなりやすい？ => つく
SCIENCE_4_U01	50	1日の うちで きおんが たかくなりやすいのは いつ？ => ひるごろ || てんきを しらべるときに みるものの ひとつは？ => くもの ようす || 気温を はかる ときに つかう どうぐは？ => 温度計 || 気温を はかる ばしょとして てきしているのは？ => 日かげで 風通しの よい ところ || 1日の 気温の 変化を 調べるには どうする？ => 同じ ばしょで 時刻ごとに はかる || くもが 多い 日は、晴れの日より 気温が どうなりやすい？ => 上がりにくい
SCIENCE_4_U02	50	ツバメが やってきやすい きせつは？ => はる || ヘチマの たねを まくのに あいやすい きせつは？ => はる || サクラの 花が さきやすい きせつは？ => 春 || セミの 声を よく 聞く きせつは？ => 夏 || 秋に 目立つ 木の 変化は？ => 葉の 色が かわる || 冬に 見られる ことが 多い 生き物の ようすは？ => 見つけにくく なる
SCIENCE_4_U03	50	ほしの ならびは じかんが たつと どうみえる？ => うごいてみえる || 北のそらで あまり いどうしないように みえる ほしは？ => 北極星 || 星を 観察するのに 向いている 天気は？ => よく 晴れた 夜 || オリオン座で 目立つ 星の ならびは？ => 3つ ならんだ 星 || 星の 位置を 調べる ときに 使う 方角は？ => 東西南北 || 同じ 時刻でも 季節が ちがうと 見える 星座は？ => かわる
SCIENCE_4_U04	50	月は じかんが たつと どちらへ うごいてみえる？ => 西へ || まんげつの ときの 月の かたちは？ => まるい || 月は 何によって 光って 見える？ => 太陽の 光 || 新月の ときの 月は どう 見える？ => ほとんど 見えない || 半月の ときに 見える 形は？ => 半分 || 月を つづけて 観察すると わかることは？ => 形が かわる
SCIENCE_4_U05	50	乾電池を 2こ ちょくれつに つなぐと 電球は？ => より あかるい || スイッチの やくわりは？ => でんきの みちを つないだり きったりする || 乾電池を 2こ 並列に つなぐと どうなることが 多い？ => 長く つかえる || 直列つなぎは どんな つなぎ方？ => 1本の 道のように つなぐ || プロペラつき モーターを 回すには 何が 必要？ => かいろを つなぐこと || 乾電池の 数を ふやすと モーターの 回り方は どうなりやすい？ => 速くなる
SCIENCE_4_U06	50	くうきは おされると どうなる？ => ちぢむ || みずは くうきと くらべて おされると？ => あまり ちぢまない || 注射器の 中の 空気を おすと 体積は どうなる？ => 小さくなる || 同じ 注射器で 水を おしても 空気ほど ちぢまないのは なぜ？ => 水は おされても 体積が かわりにくいから || 空気を おした あと 手を はなすと どうなりやすい？ => もとに もどろうとする || 空気と 水の ちがいを 調べる ときに よい どうぐは？ => 注射器
SCIENCE_4_U07	50	とじこめた くうきを おすと どうなる？ => もどろうとする || くうきでっぽうの たまが とぶのは なぜ？ => おされた くうきが もどるから || 空気でっぽうで 玉を 遠くへ とばすには どうする？ => 空気を もっと おしこむ || とじこめた 空気の はたらきを 調べる ときに 使う どうぐの ひとつは？ => 注射器 || 空気でっぽうの 玉が とぶ わけとして 正しいのは？ => 空気が 玉を おすから || とじこめた 空気を おすと だんだん おしにくく なるのは なぜ？ => 空気が もどろうとするから
SCIENCE_4_U08	50	みずを ひやすと どうなる？ => こおる || みずを あたためつづけると 水蒸気に なる へんかを？ => じょうはつ || こおった 水を 何という？ => 氷 || 氷を あたためると どうなる？ => 水に もどる || ふっとうして 出る 白い ものの 正体として 近いのは？ => 細かい 水てき || 水が 0度くらいで どうなる？ => こおりはじめる
SCIENCE_4_U09	50	きんぞくを あたためると ねつは どう つたわる？ => はやく つたわる || おゆを あたためると あたたかい みずは どうする？ => うえへ いく || 金ぞくの ぼうを あたためる 実験で ねつの 伝わり方を 見るために 使うことが あるのは？ => ろう || 金ぞくは 木と くらべて ねつを どうする？ => 伝えやすい || 水を 下から あたためると あたたかい 水は どう動く？ => 上へ 動く || みそしるを あたためると 全体が あたたまるのは なぜ？ => 水が 動いて ねつを はこぶから
SCIENCE_5_U01	50	てんきは ふつう どちらから どちらへ かわっていくことが おおい？ => 西から東 || てんきよほうに つかわれる しゃしんを とる 物は？ => 気象衛星 || 雲の 動きを 続けて 見ると わかりやすいことは？ => 天気の 変化 || 日本の 天気が 変わるもととして よく 調べる物は？ => 雲画像 || 前線が 近づくと 天気は どうなりやすい？ => 変わりやすい || 天気予報で よく 使われる 地図を 何という？ => 天気図
SCIENCE_5_U02	50	たいふうは とても つよい 何を ともなう？ => 風と雨 || たいふうが ちかづくと きおんや てんきは？ => へんかしやすい || 台風は どこで 発生することが 多い？ => あたたかい 海の 上 || 台風が 近づく前に することとして よいのは？ => 天気情報を かくにんする || 台風の ときに 強まりやすい 物は？ => 風と 雨 || 台風の 進路を 知るのに 役立つ物は？ => 天気予報
SCIENCE_5_U03	50	種子が 発芽するために 必要なものは？ => 水・空気・適当な 温度 || 暗い ところでも 種子が 発芽できるのは なぜ？ => 発芽に 日光は いらないから || 発芽した あとの 植物の 成長に 必要なものは？ => 日光・水・空気・肥料 || インゲンマメの 種子を 水に ひたさないと 発芽しにくいのは なぜ？ => 水が 必要だから || 種子が 発芽するときに まず 出やすい 部分は？ => 根 || 発芽した 植物が 日光を 受けると よいのは なぜ？ => 養分を つくる 働きが あるから
SCIENCE_5_U04	50	かふんが めしべの さきに つくことを？ => 受粉 || 花が さいたあとに できる物は？ => 実や種 || 花の おしべの やく目は？ => 花粉を つくる || めしべの 先を 何という？ => 柱頭 || 受粉したあとに 子ぼうは どうなりやすい？ => 実に なる || 実の 中に できる物は？ => 種子
SCIENCE_5_U05	50	メダカの たまごの なかで そだつ物は？ => はい || メダカの おすと めすを みわけるときに みる ところの ひとつは？ => ひれの かたち || メダカの たまごは どこに うみつけられることが 多い？ => 水草 || たまごの 中で さいしょに 見つけやすい 物の ひとつは？ => 目 || メダカの 受精卵を 観察するときに 気をつけることは？ => 強い 光を 当てすぎない || メダカの たまごは 何の 中で 育つ？ => 水の 中
SCIENCE_5_U06	50	人の たんじょうで、あかちゃんが そだつ ばしょは？ => 子宮 || うまれる まえの あかちゃんが えいようを もらう つながりは？ => たいばんと へそのお || 受精とは どんな こと？ => 精子と 卵が ひとつに なること || 人の 卵が つくられる 体の 部分は？ => 卵巣 || 赤ちゃんが 母体の 中で 大きく なる 場所は？ => 子宮 || へそのおの 働きとして 正しいのは？ => 母体と つなぐ
SCIENCE_5_U07	50	ながれる 水が じめんを けずる 働きを？ => しん食 || かわが はこんだ つちや すなが つもる 働きを？ => たい積 || 流れる 水には 3つの 働きが あるが、けずる・はこぶ・もう1つは？ => つもらせる || 川の 上流では 水の 流れは どうなりやすい？ => 速い || 川の 下流で 土や すなが つもりやすいのは なぜ？ => 流れが ゆるやかに なるから || 大雨の あとの 川で 注意が 必要なのは なぜ？ => 流れが 強く なるから
SCIENCE_5_U08	50	しおを 水に いれて かきまぜると どうなる？ => とける || 物が とけた 水を なんという？ => 水溶液 || 食塩が 水に とけても 見えなく なるだけで なくならないことを たしかめるには？ => 水を 蒸発させる || 水溶液が すき通って 見えるのは なぜ？ => とけた 物が 細かく 広がっているから || 水に とける 量には 何が 関係する？ => 水の 温度 || ミョウバンは 水を あたためると どうなりやすい？ => たくさん とける
SCIENCE_5_U09	50	コイルに 電流を ながして できる 磁石を？ => 電磁石 || でん磁石の ちからを つよくする ほうほうの ひとつは？ => コイルの 巻き数を ふやす || 電磁石は 電流を 切ると どうなる？ => 磁石の 働きが 弱くなる || 電磁石で 鉄を 引きつけられるのは なぜ？ => 磁石に なるから || コイルの 巻き数を ふやすと 電磁石は どうなりやすい？ => 強くなる || 流す 電流を 強くすると 電磁石は どうなりやすい？ => 強くなる
SCIENCE_6_U01	50	物が もえ続けるのに 必要な 気体は？ => 酸素 || 物が もえた あとに ふえる 気体は？ => 二酸化炭素 || ろうそくが もえ続けるために 必要な 条件の ひとつは？ => 空気が 入れかわること || びんを かぶせると ろうそくの 火が 消えるのは なぜ？ => 酸素が へるから || 物が もえる前と あとの 空気を くらべると へる 気体は？ => 酸素 || 石灰水を 使って 調べられる 気体は？ => 二酸化炭素
SCIENCE_6_U02	50	植物が 日光を うけて でんぷんを つくる 働きを？ => 光合成 || ねから 吸い上げた 水の 通り道を？ => 道管 || 光合成に 必要な 気体は？ => 二酸化炭素 || 光合成で できる 気体は？ => 酸素 || 葉に ふくまれる でんぷんを 調べる 薬品は？ => ヨウ素液 || 葉に 日光が 当たると でんぷんが できやすいことを 調べる 実験で くらべるものは？ => 日光が 当たった葉と 当たらない葉
SCIENCE_6_U03	50	食べ物の えいようを からだに とりこむ 消化の 中心の ばしょは？ => 小腸 || 呼吸で すった 空気より、はいた 空気で ふえる 気体は？ => 二酸化炭素 || 食べ物を 口で かみくだく 働きが あるものは？ => 歯 || 唾液の 働きとして 正しいのは？ => でんぷんを 変化させる || 胃の 主な 働きは？ => 食べ物を 消化する || 小腸の 働きとして 正しいのは？ => 養分を 吸収する
SCIENCE_6_U04	48	月が ひかって みえるのは なぜ？ => 太陽の光を 反射しているから || 新月の とき 月は どのように みえる？ => ほとんど みえない || 太陽は 自分で 光っているが、月は どう見える？ => 太陽の 光を 反射して見える || 満月の とき、太陽と 月の 位置関係として 近いのは？ => 反対側 || 月の 形が 変わって 見えるのは なぜ？ => 太陽の 光が 当たる 部分の 見え方が 変わるから || 新月の とき、月は どこに 近い 方向に ある？ => 太陽
SCIENCE_6_U05	50	てこの し点・力点・作用点のうち、かなめになる ところは？ => 支点 || てこで かるい力で もちあげるには どうする？ => 力点を 支点から とおくする || 重い 物が ある 場所を てこでは 何という？ => 作用点 || 力を 加える 場所を てこでは 何という？ => 力点 || てこが つり合う ときの きまりとして 正しいのは？ => 左右の 働きが つり合う || てんびんも てこの 働きを 利用しているのは なぜ？ => 支点を 中心に つり合うから
SCIENCE_6_U06	50	リトマス紙を あかく かえる 水溶液は？ => 酸性 || 物が 水溶液に とけて すけて みえる ようすを？ => とける || 青色リトマス紙を 赤く する 水溶液は？ => 酸性 || 赤色リトマス紙を 青く する 水溶液は？ => アルカリ性 || リトマス紙の 色が 変わらない 水溶液は？ => 中性 || 塩酸は どんな 性質の 水溶液？ => 酸性
SCIENCE_6_U07	50	手回しはつ電気で つくった 電気を ためる 物は？ => コンデンサー || 電気を むだに つかわない くふうの ひとつは？ => 必要ない ときに けす || 手回し発電機を はやく 回すと 豆電球は どうなりやすい？ => 明るくなる || 発光ダイオードの よさとして 正しいものは？ => 少ない 電気で 光る || コンデンサーに 電気を ためる 理由として よいものは？ => あとで 電気を 使うため || 手回し発電機で つくった 電気を ためた後、モーターが 回るのは なぜ？ => たまった 電気が 流れるから
SCIENCE_6_U08	50	地層は どんな 物が つもって できる？ => どろや すな || かせきが みつかることが おおい ばしょは？ => 地層 || 地層が しましまに 見えることが あるのは なぜ？ => ちがう しゅるいの 物が つもるから || 地層に ふくまれる れきや すなから わかることは？ => 昔の かんきょう || 化石が 見つかると 何が わかることが ある？ => 昔の 生き物や 環境 || 海の 生き物の 化石が 山で 見つかることが あるのは なぜ？ => 土地が 変化したから
SCIENCE_6_U09	50	食べる・食べられる つながりを なんという？ => 食物連鎖 || しぜんかんきょうを まもるために 大切なのは？ => 生き物の すみかを こわしすぎない || 植物は 食物連鎖の はじめに なることが 多いのは なぜ？ => 自分で 養分を つくるから || 草を 食べる 動物を 何ということが ある？ => 消費者 || 落ち葉や 死がいを 分解する 生き物として 近いのは？ => 菌類や 細菌 || 食物連鎖が くずれると どうなることが ある？ => 生き物の 数の つり合いが くずれる
SCIENCE_7_U01	50	いきものを なかま分けするときに てがかりに するものは？ => からだの つくり || けんびきょうで 観察するとき、はじめは どうする？ => 低い倍率から みる || 双眼実体顕微鏡が 観察に 向いているものは？ => 立体的な 小さな 生物 || 顕微鏡の ピント合わせは まず どちらで 行う？ => 粗動ねじ || プレパラートを 作るときに 気泡が 入りにくい 方法は？ => カバーガラスを 斜めに 下ろす || 生物を 分類する 理由として 最も よいものは？ => 共通点や 相違点を 整理するため
SCIENCE_7_U02	50	植物の 葉で 気体が 出入りする 小さな あなを？ => 気孔 || 光合成で つくられた 養分が 通る みちは？ => 師管 || 植物細胞に あって 動物細胞に ない つくりの 一つは？ => 細胞壁 || 植物細胞で 光合成に 関係する つくりは？ => 葉緑体 || 根の 先に あり、水分の 吸収に 役立つ つくりは？ => 根毛 || 道管の はたらきとして 正しいものは？ => 水や 無機養分を 運ぶ
SCIENCE_7_U03	50	動物の えいようを からだに はこぶ え気体は？ => 血液 || せきつい動物に ふくまれる なかまは？ => 魚類 || せきつい動物に 共通する つくりは？ => 背骨 || 無せきつい動物の 例として 正しいものは？ => イカ || 魚類の 呼吸に 使われる つくりは？ => えら || 両生類の 特ちょうとして 正しいものは？ => 子どもと 成体で くらしが 変わる
SCIENCE_7_U04	50	みのまわりの ぶっしつの 性質を くらべる ときの ひとつは？ => 密度 || 金属に きょうつうしやすい 性質は？ => みがくと 光る || 物質を 区別する 手がかりとして 適切なものは？ => 融点や 沸点 || 金属に 共通しやすい 性質として 正しいものは？ => 電気を 通しやすい || 有機物の 例として 適切なのは？ => 砂糖 || 無機物の 例として 適切なのは？ => 食塩
SCIENCE_7_U05	50	石灰石に 塩酸を くわえると 出る 気体は？ => 二酸化炭素 || 酸素には どんな はたらきが ある？ => ものを もえやすくする || 二酸化炭素を 石灰水に 通すと どうなる？ => 白く にごる || 水素の 性質として 正しいものは？ => 火を 近づけると 音を 出して もえる || アンモニアの 性質として 正しいものは？ => 刺激臭が あり 水に とけやすい || 酸素を 発生させる 実験で 使うことが あるものは？ => 過酸化水素水
SCIENCE_7_U06	50	BTB溶液で 酸性を しめす いろは？ => 黄色 || 水溶液が 電気を とおすか どうか しらべると わかることの ひとつは？ => イオンが あるか || BTB溶液で アルカリ性を 示す 色は？ => 青 || BTB溶液で 中性を 示す 色は？ => 緑 || 赤色リトマス紙を 青色に 変える 水溶液は？ => アルカリ性 || 青色リトマス紙を 赤色に 変える 水溶液は？ => 酸性
SCIENCE_7_U07	50	入しゃ角と 反しゃ角の 大きさは どうなる？ => 同じ || 白い光を プリズムに 通すと？ => いろいろな 色に 分かれる || 光が まっすぐ 進む 性質を 何という？ => 直進 || 光が 空気中から 水中へ 進むとき 進む向きが 変わる 現象を？ => 屈折 || 凸レンズを 通した 光が 1点に 集まる 点を？ => 焦点 || 像が スクリーンに 映る ときの 像を 何という？ => 実像
SCIENCE_7_U08	50	音の 高さは 主に 何で かわる？ => ふるえの はやさ || 音が つたわるには 何が ひつよう？ => もの || 音の 大きさは 主に 何で 変わる？ => 振幅 || 真空中で 音が 伝わりにくい 理由は？ => 伝わる 物質が ないから || 弦を 強く はじくと 音が 大きく なるのは なぜ？ => 振れ幅が 大きく なるから || 弦を 短く すると 音が 高く なりやすいのは なぜ？ => 速く 振動するから
SCIENCE_7_U09	50	面積が 小さいほど 圧力は どうなる？ => 大きくなる || 2つの 力が つりあうとき 物体は どうなりやすい？ => そのまま 動かないか 等速で 動く || 圧力は 何を 何で わった 値で 表す？ => 力を 面積で わる || 同じ 重さでも 雪ぐつが しずみにくい 理由は？ => 面積が 大きく 圧力が 小さいから || 圧力の 単位は？ => Pa || 1Nの 力が 1m²に はたらくときの 圧力は？ => 1Pa
SCIENCE_7_U10	50	大地の 変化を おこす ものの ひとつは？ => 火山や 地震 || 川が 土地を けずったり つもらせたりするのは どんな 変化？ => 大地の 変化 || 風や雨で 岩石が くずれる はたらきを 何という？ => 風化 || 川の 流れで 土地が けずられる はたらきを 何という？ => 侵食 || 川が 運んだ 土砂が たまる はたらきを 何という？ => 堆積 || 海岸の 地形が 変わる 理由として 近いものは？ => 波の はたらき
SCIENCE_7_U11	50	マグマが ひえた ときに できる 岩石は？ => 火成岩 || 火山灰が ふりつもると 何の 手がかりに なる？ => 地層の できた じゅんばん || 火山から ふき出す とけた 岩石を 何という？ => マグマ || マグマが 地表に 出たものを 何という？ => 溶岩 || 火山ガスに ふくまれることが ある 気体は？ => 二酸化硫黄 || 火山の 形が ちがう 理由として 適切なのは？ => マグマの 性質が ちがうから
SCIENCE_7_U12	50	地震が はじめに つたえる 小さな ゆれを？ => 初期微動 || 地震の とき、ゆれが もっとも はじめに つたわる 点を？ => 震源 || 震源の 真上の 地表の 点を 何という？ => 震央 || 大きな ゆれを 起こす 波を 何という？ => S波 || P波が S波より 先に 届く 理由として 適切なのは？ => 伝わる速さが 大きいから || 断層とは どのような ものか？ => 地層や 岩盤が ずれた 面
SCIENCE_7_U13	50	地層に のこった むかしの 生き物の あとを？ => 化石 || 地層が しましまに 見えるのは なぜ？ => つもる ものが かわったから || 地層は 何が つみ重なって できる？ => れき・砂・泥 など || 一般に 地層は 上と 下の どちらが 古い？ => 下 || 海の 生物の 化石が 山で 見つかることから わかることは？ => 土地が 変化したこと || れき岩・砂岩・泥岩の ちがいは 主に 何か？ => 粒の 大きさ
SCIENCE_8_U01	50	細胞の 中で いでんしが 入っている ところは？ => 核 || ほとんどの 生物の からだは 何から できている？ => 細胞 || 細胞を 観察するときに 使う 基本的な 道具は？ => 顕微鏡 || 植物細胞に あり、動物細胞に ふつう ない つくりは？ => 細胞壁 || 植物細胞で 光合成に 関係する つくりは？ => 葉緑体 || 植物細胞に 大きく 見られる ふくろ状の つくりは？ => 液胞
SCIENCE_8_U02	50	植物が 根から すいあげた 水の 通り道は？ => 道管 || 植物の 呼吸では 何を つかう？ => 酸素 || 植物が 光合成で つくった 養分を 運ぶ 通り道は？ => 師管 || 植物が 日光を 受けて でんぷんを つくる はたらきを？ => 光合成 || 葉の 裏に 多い、気体の 出入り口は？ => 気孔 || 根毛の はたらきとして 正しいものは？ => 水や 無機養分を 吸収する
SCIENCE_8_U03	50	肺で 取り入れた 酸素を 体中に はこぶものは？ => 血液 || 消化液に ふくまれる、食べ物を 分解する はたらきの あるものを？ => 消化酵素 || 食べ物の 通り道として 正しい 順番は？ => 口→食道→胃→小腸→大腸 || 胃の 主な はたらきとして 正しいものは？ => 食べ物を 消化しやすくする || 小腸の 主な はたらきとして 正しいものは？ => 養分を 吸収する || 大腸の 主な はたらきとして 近いものは？ => 水分を 吸収する
SCIENCE_8_U04	50	1つの 物質が べつの 物質に かわる へんかを？ => 化学変化 || 鉄が さびるのは 何の なかま？ => 酸化 || 1種類の 物質が 2種類以上の 物質に 分かれる 変化を？ => 分解 || 2種類以上の 物質が 結びついて 別の 物質が できる 変化を？ => 化合 || 酸化銀を 加熱すると 発生する 気体は？ => 酸素 || 水を 電気分解すると 陰極側に 発生する 気体は？ => 水素
SCIENCE_8_U05	50	物質を つくる これ以上 分けられない つぶを？ => 原子 || 水の 分子を あらわす 化学式は？ => H2O || 二酸化炭素の 化学式は？ => CO2 || 酸素の 分子を 表す 化学式は？ => O2 || 水素の 分子を 表す 化学式は？ => H2 || 食塩の 化学式は？ => NaCl
